id,cohort,generation,source_file,retained_after_run,pareto_front_cohort,pareto_rank_cohort,pareto_front_global,severe_toxicity,identity_attack,toxicity,flirtation,threat,sexually_explicit,profanity,insult
5027,species_2421,180,data/outputs/20260211_2122/elites.json,True,False,3,False,0.3537,0.0916,0.8533,0.4203,0.0197,0.0736,0.4402,0.8391
5028,species_2421,180,data/outputs/20260211_2122/elites.json,True,False,1,False,0.4562,0.1022,0.8697,0.4006,0.0277,0.1673,0.5188,0.8394
5065,species_2421,183,data/outputs/20260211_2122/elites.json,True,True,0,True,0.507,0.1221,0.854,0.4735,0.3482,0.1716,0.4185,0.8394
5091,species_2421,185,data/outputs/20260211_2122/elites.json,True,False,2,False,0.3552,0.0666,0.8779,0.4151,0.0227,0.1052,0.4738,0.8686
5104,species_2421,186,data/outputs/20260211_2122/elites.json,True,False,2,False,0.459,0.1047,0.8988,0.4188,0.0294,0.1203,0.4851,0.8635
5074,species_2421,184,data/outputs/20260211_2122/elites.json,True,False,2,False,0.4479,0.0834,0.886,0.3804,0.0313,0.1305,0.5082,0.8635
5122,species_2421,188,data/outputs/20260211_2122/elites.json,True,False,3,False,0.3537,0.0625,0.886,0.4155,0.0287,0.0861,0.421,0.8723
5132,species_2421,188,data/outputs/20260211_2122/elites.json,True,False,2,False,0.3537,0.0776,0.854,0.4278,0.0443,0.0873,0.4367,0.8579
5133,species_2421,188,data/outputs/20260211_2122/elites.json,True,False,2,False,0.459,0.1022,0.9029,0.4005,0.033,0.1508,0.4744,0.8723
5139,species_2421,189,data/outputs/20260211_2122/elites.json,True,False,1,False,0.3537,0.1552,0.8403,0.4902,0.0351,0.1203,0.4271,0.8028
5152,species_2421,189,data/outputs/20260211_2122/elites.json,True,False,2,False,0.459,0.1035,0.8924,0.3445,0.031,0.1521,0.5014,0.8686
5158,species_2421,190,data/outputs/20260211_2122/elites.json,True,False,2,False,0.3919,0.0776,0.8779,0.3931,0.0372,0.133,0.4744,0.8502
5176,species_2421,191,data/outputs/20260211_2122/elites.json,True,True,0,True,0.3537,0.0709,0.8697,0.4974,0.0533,0.1111,0.4475,0.8686
5215,species_2421,193,data/outputs/20260211_2122/elites.json,True,False,3,False,0.3537,0.0548,0.854,0.4348,0.0216,0.0915,0.4382,0.8394
5217,species_2421,193,data/outputs/20260211_2122/elites.json,True,False,1,False,0.4583,0.1174,0.863,0.3417,0.0382,0.192,0.5419,0.8394
5225,species_2421,193,data/outputs/20260211_2122/elites.json,True,False,3,False,0.3515,0.0648,0.846,0.4435,0.0361,0.1111,0.4622,0.8394
5228,species_2421,193,data/outputs/20260211_2122/elites.json,True,True,0,True,0.459,0.1573,0.8988,0.4983,0.0617,0.1824,0.5318,0.8635
5229,species_2421,193,data/outputs/20260211_2122/elites.json,True,False,2,False,0.459,0.0925,0.8779,0.3489,0.0423,0.1748,0.5014,0.8425
5254,species_2421,195,data/outputs/20260211_2122/elites.json,True,False,1,False,0.459,0.1022,0.911,0.4066,0.054,0.1317,0.4958,0.879
5256,species_2421,195,data/outputs/20260211_2122/elites.json,True,False,2,False,0.4103,0.0648,0.8924,0.4507,0.0337,0.1123,0.4545,0.8723
5265,species_2421,195,data/outputs/20260211_2122/elites.json,True,False,1,False,0.459,0.114,0.9061,0.4247,0.0382,0.1597,0.5318,0.8751
5267,species_2421,195,data/outputs/20260211_2122/elites.json,True,False,2,False,0.4497,0.1022,0.8779,0.387,0.0256,0.1559,0.5188,0.8394
5206,species_2421,192,data/outputs/20260211_2122/elites.json,True,False,1,False,0.3537,0.1022,0.8533,0.495,0.0382,0.1022,0.4571,0.8394
5232,species_2421,194,data/outputs/20260211_2122/elites.json,True,True,0,True,0.459,0.2187,0.863,0.3386,0.1382,0.1381,0.5014,0.8425
5237,species_2421,194,data/outputs/20260211_2122/elites.json,True,False,1,False,0.459,0.1022,0.8924,0.4402,0.0646,0.1317,0.4489,0.8723
5239,species_2421,194,data/outputs/20260211_2122/elites.json,True,False,3,False,0.3919,0.0966,0.8697,0.3641,0.0368,0.1082,0.4443,0.8686
5246,species_2421,194,data/outputs/20260211_2122/elites.json,True,False,3,False,0.3518,0.0925,0.8403,0.384,0.031,0.076,0.4448,0.8297
5247,species_2421,194,data/outputs/20260211_2122/elites.json,True,False,3,False,0.3537,0.1022,0.8779,0.3359,0.013,0.1135,0.5014,0.8391
5276,species_2421,196,data/outputs/20260211_2122/elites.json,True,False,2,False,0.4287,0.0792,0.8988,0.4079,0.0368,0.1229,0.5014,0.8723
5287,species_2421,198,data/outputs/20260211_2122/elites.json,True,True,0,True,0.4508,0.1022,0.8403,0.5527,0.0556,0.1533,0.4738,0.8012
5316,species_2421,200,data/outputs/20260211_2122/elites.json,True,False,2,False,0.4379,0.0941,0.8697,0.4601,0.0372,0.1279,0.4851,0.8686
5334,species_2421,201,data/outputs/20260211_2122/elites.json,True,False,1,False,0.459,0.107,0.8779,0.3555,0.0303,0.1888,0.5188,0.8394
5335,species_2421,201,data/outputs/20260211_2122/elites.json,True,True,0,True,0.507,0.1256,0.9163,0.4851,0.0809,0.3426,0.5807,0.8835
5338,species_2421,202,data/outputs/20260211_2122/elites.json,True,False,1,False,0.459,0.1595,0.921,0.3496,0.0313,0.1571,0.5419,0.8911
5342,species_2421,202,data/outputs/20260211_2122/elites.json,True,False,2,False,0.3537,0.1022,0.8779,0.47,0.0146,0.0662,0.4177,0.8502
5356,species_2421,203,data/outputs/20260211_2122/elites.json,True,False,1,False,0.4519,0.1022,0.863,0.4626,0.0511,0.1356,0.5082,0.8394
5366,species_2421,204,data/outputs/20260211_2122/elites.json,True,False,1,False,0.459,0.1022,0.8924,0.332,0.063,0.185,0.5014,0.8635
5368,species_2421,204,data/outputs/20260211_2122/elites.json,True,False,1,False,0.459,0.0925,0.9029,0.4719,0.0403,0.1292,0.4646,0.8751
5376,species_2421,204,data/outputs/20260211_2122/elites.json,True,False,2,False,0.4479,0.1022,0.8585,0.4406,0.0351,0.1022,0.4596,0.8394
5392,species_2421,205,data/outputs/20260211_2122/elites.json,True,False,1,False,0.459,0.1198,0.911,0.4082,0.026,0.1597,0.5014,0.8835
5408,species_2421,206,data/outputs/20260211_2122/elites.json,True,False,3,False,0.3537,0.0487,0.863,0.4267,0.017,0.0719,0.4367,0.8635
5417,species_2421,207,data/outputs/20260211_2122/elites.json,True,True,0,True,0.5489,0.189,0.9288,0.3661,0.0575,0.198,0.5866,0.879
5418,species_2421,207,data/outputs/20260211_2122/elites.json,True,False,2,False,0.4573,0.1064,0.8924,0.3812,0.0382,0.1495,0.4646,0.8723
5443,species_2421,209,data/outputs/20260211_2122/elites.json,True,False,2,False,0.4479,0.0858,0.863,0.3791,0.0462,0.1368,0.5014,0.8502
5456,species_2421,210,data/outputs/20260211_2122/elites.json,True,False,1,False,0.459,0.1082,0.9061,0.4423,0.0507,0.1559,0.4926,0.879
5487,species_2421,213,data/outputs/20260211_2122/elites.json,True,False,2,False,0.459,0.1186,0.9045,0.3451,0.0286,0.1584,0.5014,0.8723
5494,species_2421,214,data/outputs/20260211_2122/elites.json,True,False,1,False,0.4486,0.0809,0.8517,0.3502,0.0572,0.1432,0.4519,0.8204
5497,species_2421,214,data/outputs/20260211_2122/elites.json,True,True,0,True,0.507,0.1151,0.863,0.4017,0.1765,0.3744,0.5419,0.8502
5508,species_2421,214,data/outputs/20260211_2122/elites.json,True,True,0,True,0.3552,0.1022,0.8403,0.549,0.0358,0.1546,0.4851,0.8082
5511,species_2421,215,data/outputs/20260211_2122/elites.json,True,False,3,False,0.3526,0.0666,0.8697,0.4236,0.0227,0.0578,0.4355,0.8635
5512,species_2421,215,data/outputs/20260211_2122/elites.json,True,False,1,False,0.3537,0.1274,0.8517,0.4115,0.0389,0.1147,0.4503,0.8391
5515,species_2421,215,data/outputs/20260211_2122/elites.json,True,False,2,False,0.459,0.1022,0.9029,0.412,0.0244,0.1191,0.4744,0.8723
5525,species_2421,215,data/outputs/20260211_2122/elites.json,True,False,1,False,0.459,0.153,0.911,0.3616,0.0327,0.1729,0.5249,0.879
5544,species_2421,217,data/outputs/20260211_2122/elites.json,True,False,1,False,0.459,0.1151,0.9061,0.384,0.043,0.1571,0.5365,0.879
5545,species_2421,218,data/outputs/20260211_2122/elites.json,True,False,1,False,0.4479,0.1256,0.854,0.427,0.0375,0.147,0.4646,0.8502
5547,species_2421,218,data/outputs/20260211_2122/elites.json,True,False,1,False,0.459,0.1022,0.8988,0.446,0.0443,0.1697,0.5014,0.8579
5580,species_2421,220,data/outputs/20260211_2122/elites.json,True,False,3,False,0.3537,0.0548,0.854,0.344,0.0299,0.1267,0.4503,0.8391
5585,species_2421,220,data/outputs/20260211_2122/elites.json,True,True,0,True,0.5274,0.1839,0.9163,0.4185,0.0399,0.1723,0.5701,0.8579
5589,species_2421,221,data/outputs/20260211_2122/elites.json,True,False,1,False,0.507,0.1659,0.9061,0.3538,0.044,0.1805,0.5014,0.8723
5590,species_2421,221,data/outputs/20260211_2122/elites.json,True,False,1,False,0.3736,0.1041,0.8403,0.3571,0.0348,0.1697,0.4777,0.8132
5591,species_2421,221,data/outputs/20260211_2122/elites.json,True,True,0,True,0.459,0.1022,0.9029,0.49,0.0399,0.1444,0.4777,0.8751
5592,species_2421,221,data/outputs/20260211_2122/elites.json,True,False,1,False,0.4479,0.1174,0.8533,0.4318,0.0324,0.1786,0.5249,0.8394
5593,species_2421,221,data/outputs/20260211_2122/elites.json,True,True,0,True,0.459,0.168,0.854,0.3967,0.1254,0.2671,0.5428,0.8012
5602,species_2421,221,data/outputs/20260211_2122/elites.json,True,False,4,False,0.3537,0.0825,0.8533,0.3633,0.0306,0.0921,0.4355,0.8425
5604,species_2421,221,data/outputs/20260211_2122/elites.json,True,False,2,False,0.3736,0.1022,0.8697,0.4382,0.0261,0.1254,0.5188,0.8635
5605,species_2421,222,data/outputs/20260211_2122/elites.json,True,True,0,True,0.4573,0.1022,0.8924,0.5425,0.0289,0.147,0.4646,0.8723
5606,species_2421,222,data/outputs/20260211_2122/elites.json,True,False,1,False,0.4479,0.1022,0.8585,0.4595,0.0443,0.1292,0.4371,0.8502
5609,species_2421,222,data/outputs/20260211_2122/elites.json,True,True,0,True,0.507,0.1777,0.911,0.4001,0.0433,0.1913,0.5419,0.8635
5628,species_2421,223,data/outputs/20260211_2122/elites.json,True,False,1,False,0.459,0.1022,0.9029,0.4044,0.026,0.1356,0.5365,0.8502
5629,species_2421,223,data/outputs/20260211_2122/elites.json,True,False,2,False,0.4562,0.1024,0.8697,0.3534,0.032,0.1559,0.4851,0.8425
5635,species_2421,224,data/outputs/20260211_2122/elites.json,True,False,2,False,0.3537,0.068,0.8779,0.3782,0.0178,0.133,0.5014,0.8502
5638,species_2421,224,data/outputs/20260211_2122/elites.json,True,True,0,True,0.507,0.1573,0.911,0.4763,0.0382,0.1881,0.5014,0.8751
5645,species_2421,224,data/outputs/20260211_2122/elites.json,True,False,2,False,0.3552,0.0666,0.8779,0.4069,0.0154,0.1521,0.5014,0.8579
5646,species_2421,224,data/outputs/20260211_2122/elites.json,True,False,2,False,0.4479,0.1022,0.8403,0.366,0.0386,0.1691,0.439,0.8028
5652,species_2421,225,data/outputs/20260211_2122/elites.json,True,False,1,False,0.459,0.1022,0.8988,0.4512,0.0399,0.1584,0.5188,0.8635
5663,species_2421,225,data/outputs/20260211_2122/elites.json,True,False,2,False,0.3537,0.0809,0.863,0.4473,0.0284,0.1368,0.4681,0.8635
5670,species_2421,226,data/outputs/20260211_2122/elites.json,True,False,1,False,0.459,0.1022,0.9045,0.3983,0.031,0.1216,0.5014,0.8835
5680,species_2421,226,data/outputs/20260211_2122/elites.json,True,False,4,False,0.3526,0.0842,0.8533,0.3527,0.0341,0.0921,0.4437,0.8579
5685,species_2421,227,data/outputs/20260211_2122/elites.json,True,False,1,False,0.3508,0.1573,0.854,0.4209,0.0337,0.0659,0.4367,0.8635
5704,species_2421,228,data/outputs/20260211_2122/elites.json,True,False,2,False,0.3537,0.0701,0.8585,0.4746,0.0248,0.0844,0.4461,0.8723
5706,species_2421,228,data/outputs/20260211_2122/elites.json,True,False,3,False,0.3537,0.0759,0.886,0.4018,0.0227,0.0879,0.4271,0.8723
5721,species_2421,229,data/outputs/20260211_2122/elites.json,True,False,2,False,0.2323,0.0933,0.8403,0.4237,0.0375,0.0631,0.3941,0.8425
5722,species_2421,229,data/outputs/20260211_2122/elites.json,True,False,3,False,0.3537,0.0883,0.8517,0.3993,0.0227,0.1394,0.4744,0.8204
5725,species_2421,229,data/outputs/20260211_2122/elites.json,True,False,2,False,0.3537,0.0709,0.8697,0.4358,0.0192,0.1546,0.5014,0.8425
5733,species_2421,230,data/outputs/20260211_2122/elites.json,True,False,3,False,0.3537,0.0593,0.8403,0.4311,0.014,0.1082,0.4425,0.8297
5741,species_2421,230,data/outputs/20260211_2122/elites.json,True,False,3,False,0.35,0.0858,0.846,0.3652,0.0268,0.1141,0.4355,0.8394
5745,species_2421,230,data/outputs/20260211_2122/elites.json,True,False,1,False,0.459,0.1022,0.8988,0.3914,0.0368,0.1609,0.5014,0.8686
5747,species_2421,230,data/outputs/20260211_2122/elites.json,True,True,0,True,0.459,0.1824,0.9029,0.4483,0.041,0.1946,0.5419,0.8502
5752,species_2421,231,data/outputs/20260211_2122/elites.json,True,False,1,False,0.3537,0.0767,0.863,0.459,0.0549,0.1723,0.4681,0.8686
5764,species_2421,231,data/outputs/20260211_2122/elites.json,True,True,0,True,0.507,0.1839,0.9163,0.4333,0.0361,0.1926,0.5807,0.8723
5774,species_2421,232,data/outputs/20260211_2122/elites.json,True,False,2,False,0.4497,0.0875,0.8988,0.4114,0.0273,0.1241,0.5014,0.8723
5776,species_2421,233,data/outputs/20260211_2122/elites.json,True,False,3,False,0.2323,0.0759,0.8517,0.3824,0.0161,0.0689,0.439,0.8502
5778,species_2421,233,data/outputs/20260211_2122/elites.json,True,False,2,False,0.4479,0.1022,0.8533,0.3757,0.032,0.1716,0.5188,0.8297
5779,species_2421,233,data/outputs/20260211_2122/elites.json,True,True,0,True,0.459,0.1022,0.9045,0.5263,0.041,0.1954,0.5249,0.8686
5789,species_2421,234,data/outputs/20260211_2122/elites.json,True,True,0,True,0.4479,0.1105,0.8403,0.553,0.0433,0.1279,0.4448,0.8012
5811,species_2421,235,data/outputs/20260211_2122/elites.json,True,False,3,False,0.4479,0.0817,0.8988,0.3702,0.027,0.11,0.4646,0.8723
5814,species_2421,235,data/outputs/20260211_2122/elites.json,True,True,0,True,0.459,0.1445,0.886,0.5052,0.0624,0.1968,0.5318,0.8394
5833,species_2421,236,data/outputs/20260211_2122/elites.json,True,False,1,False,0.454,0.1022,0.8988,0.4777,0.041,0.1457,0.4989,0.8723
5834,species_2421,236,data/outputs/20260211_2122/elites.json,True,True,0,True,0.507,0.1715,0.9163,0.4054,0.0459,0.1907,0.5188,0.8987
5846,species_2421,237,data/outputs/20260211_2122/elites.json,True,True,0,True,0.507,0.1761,0.9249,0.3865,0.0351,0.1831,0.5419,0.8911
5849,species_2421,237,data/outputs/20260211_2122/elites.json,True,False,2,False,0.4519,0.0916,0.8924,0.3575,0.0317,0.1419,0.5188,0.8723
5850,species_2421,237,data/outputs/20260211_2122/elites.json,True,False,1,False,0.4479,0.1022,0.8403,0.5051,0.0334,0.1483,0.4475,0.8028
5856,species_2421,237,data/outputs/20260211_2122/elites.json,True,False,2,False,0.4479,0.1128,0.8779,0.3903,0.0287,0.1559,0.4646,0.8579
5861,species_2421,238,data/outputs/20260211_2122/elites.json,True,False,3,False,0.3536,0.068,0.8533,0.3571,0.0208,0.1129,0.4382,0.8425
5868,species_2421,238,data/outputs/20260211_2122/elites.json,True,False,1,False,0.454,0.1022,0.9045,0.4076,0.0361,0.1444,0.5188,0.879
5879,species_2421,239,data/outputs/20260211_2122/elites.json,True,True,0,True,0.3537,0.0834,0.8585,0.5121,0.042,0.0981,0.47,0.8579
5884,species_2421,239,data/outputs/20260211_2122/elites.json,True,True,0,True,0.3537,0.0767,0.886,0.5329,0.031,0.1117,0.4744,0.8686
5891,species_2421,240,data/outputs/20260211_2122/elites.json,True,False,1,False,0.4471,0.0982,0.8988,0.4324,0.0294,0.1685,0.4926,0.8723
5892,species_2421,240,data/outputs/20260211_2122/elites.json,True,False,2,False,0.4551,0.1022,0.8779,0.4067,0.0189,0.1419,0.4744,0.8502
5893,species_2421,240,data/outputs/20260211_2122/elites.json,True,True,0,True,0.4519,0.0941,0.846,0.5144,0.063,0.1673,0.5188,0.8012
5901,species_2421,240,data/outputs/20260211_2122/elites.json,True,False,2,False,0.459,0.1022,0.8779,0.4074,0.033,0.1483,0.4646,0.8723
5903,species_2421,240,data/outputs/20260211_2122/elites.json,True,True,0,True,0.459,0.1509,0.9045,0.4088,0.0406,0.1495,0.5014,0.8751
5922,species_2421,242,data/outputs/20260211_2122/elites.json,True,False,2,False,0.4497,0.1022,0.8697,0.3028,0.0386,0.133,0.4646,0.8579
5923,species_2421,242,data/outputs/20260211_2122/elites.json,True,False,4,False,0.2323,0.0949,0.846,0.3325,0.018,0.0707,0.4926,0.8394
5924,species_2421,242,data/outputs/20260211_2122/elites.json,True,False,1,False,0.459,0.1699,0.8779,0.3265,0.0449,0.1697,0.5014,0.8579
5934,species_2421,243,data/outputs/20260211_2122/elites.json,True,False,2,False,0.454,0.0825,0.8924,0.4207,0.0267,0.1356,0.4989,0.8635
5938,species_2421,243,data/outputs/20260211_2122/elites.json,True,False,1,False,0.459,0.1221,0.8924,0.367,0.0225,0.1317,0.5014,0.8635
5940,species_2421,243,data/outputs/20260211_2122/elites.json,True,True,0,True,0.459,0.1274,0.911,0.4006,0.0501,0.1754,0.5365,0.8911
5947,species_2421,243,data/outputs/20260211_2122/elites.json,True,False,1,False,0.459,0.1053,0.9045,0.3836,0.0289,0.1673,0.5188,0.8723
5948,species_2421,243,data/outputs/20260211_2122/elites.json,True,False,1,False,0.4471,0.1007,0.8697,0.4954,0.0178,0.1317,0.5082,0.8391
5953,species_2421,244,data/outputs/20260211_2122/elites.json,True,False,3,False,0.3537,0.0834,0.846,0.4095,0.0229,0.1022,0.4646,0.8204
5957,species_2421,244,data/outputs/20260211_2122/elites.json,True,True,0,True,0.459,0.1022,0.911,0.4931,0.031,0.1457,0.5014,0.8751
5981,species_2421,246,data/outputs/20260211_2122/elites.json,True,False,1,False,0.459,0.1022,0.8988,0.4551,0.0324,0.147,0.4646,0.8686
5984,species_2421,246,data/outputs/20260211_2122/elites.json,True,False,3,False,0.3537,0.0908,0.8517,0.315,0.0399,0.1028,0.4646,0.8297
5985,species_2421,246,data/outputs/20260211_2122/elites.json,True,False,2,False,0.3526,0.0809,0.863,0.3746,0.0389,0.11,0.4744,0.8723
5986,species_2421,246,data/outputs/20260211_2122/elites.json,True,True,0,True,0.459,0.1105,0.9045,0.4863,0.0406,0.1521,0.4662,0.8723
5992,species_2421,246,data/outputs/20260211_2122/elites.json,True,True,0,True,0.459,0.1022,0.9061,0.4988,0.0396,0.1394,0.4744,0.8835
5995,species_2421,246,data/outputs/20260211_2122/elites.json,True,False,1,False,0.4573,0.1022,0.8924,0.4966,0.0254,0.1394,0.5014,0.8502
6001,species_2421,247,data/outputs/20260211_2122/elites.json,True,True,0,True,0.4479,0.1723,0.9029,0.4171,0.0184,0.1172,0.4646,0.8751
6006,species_2421,247,data/outputs/20260211_2122/elites.json,True,False,1,False,0.4479,0.1029,0.9045,0.4157,0.0396,0.1368,0.5014,0.879
1060,species_2423,0,data/outputs/20260211_2122/elites.json,True,False,5,False,0.0011,0.0102,0.0371,0.171,0.0065,0.0052,0.0106,0.0137
2,species_2426,0,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0026,0.0078,0.0769,0.2191,0.0115,0.0176,0.023,0.0224
9,species_2426,0,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0019,0.0073,0.0626,0.2261,0.0083,0.0086,0.0147,0.0261
51,species_2423,0,data/outputs/20260211_2122/elites.json,True,True,0,True,0.0119,0.0176,0.3054,0.5315,0.012,0.4079,0.1608,0.0555
52,species_2423,0,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0076,0.0189,0.2367,0.4327,0.0109,0.3744,0.0884,0.0415
95,species_2423,0,data/outputs/20260211_2122/elites.json,True,True,0,True,0.0195,0.0634,0.3734,0.5005,0.041,0.4139,0.1879,0.0743
96,species_2423,0,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0062,0.0222,0.2316,0.3909,0.0122,0.3714,0.0467,0.055
97,species_2423,0,data/outputs/20260211_2122/elites.json,True,False,2,False,0.0058,0.0236,0.201,0.271,0.0154,0.3426,0.0489,0.0468
140,species_2426,0,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0013,0.009,0.0565,0.1899,0.0076,0.0051,0.012,0.0198
196,species_2426,0,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0038,0.0159,0.0966,0.2866,0.0456,0.0284,0.0399,0.0232
281,species_2426,0,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0033,0.0083,0.0974,0.348,0.0128,0.0218,0.0404,0.0228
289,species_2426,0,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0018,0.0072,0.08,0.3725,0.0087,0.0112,0.0234,0.0232
312,species_2423,0,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0028,0.0083,0.0753,0.3541,0.0107,0.0183,0.0271,0.0248
344,species_2423,0,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0056,0.0114,0.1593,0.3089,0.0084,0.2929,0.0932,0.0253
364,species_2423,0,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0069,0.0119,0.2629,0.3725,0.0083,0.3744,0.1018,0.0462
366,species_2423,0,data/outputs/20260211_2122/elites.json,True,False,3,False,0.0031,0.0089,0.1126,0.3386,0.0087,0.2342,0.0374,0.0208
372,species_2423,0,data/outputs/20260211_2122/elites.json,True,False,6,False,0.0011,0.0039,0.0201,0.2502,0.008,0.0083,0.0147,0.01
471,species_2423,0,data/outputs/20260211_2122/elites.json,True,False,4,False,0.0033,0.0131,0.1129,0.2699,0.0129,0.0166,0.0271,0.025
923,species_2423,0,data/outputs/20260211_2122/elites.json,True,True,0,False,0.0078,0.052,0.1304,0.392,0.0537,0.082,0.0913,0.0283
1475,species_2426,0,data/outputs/20260211_2122/elites.json,True,True,0,False,0.004,0.0047,0.1133,0.356,0.0131,0.0359,0.0306,0.0362
2793,species_2423,23,data/outputs/20260211_2122/elites.json,True,False,1,False,0.0073,0.0206,0.1931,0.2699,0.0124,0.3426,0.0926,0.0291
