id,generation,source_file,species_pareto_rank,global_pareto_rank,partly_global_pareto_front,severe_toxicity,identity_attack,toxicity,flirtation,threat,sexually_explicit,profanity,insult
5200,192,data/outputs/20260211_2122/elites.json,1,2,,0.0058,0.1244,0.1287,0.2953,0.0133,0.0136,0.0346,0.0361
5438,209,data/outputs/20260211_2122/elites.json,1,4,,0.0037,0.1022,0.1026,0.3397,0.0085,0.0219,0.0397,0.0239
5999,247,data/outputs/20260211_2122/elites.json,1,5,,0.0043,0.0751,0.1124,0.338,0.0102,0.0138,0.0223,0.0337
5196,192,data/outputs/20260211_2122/elites.json,1,5,,0.0033,0.0629,0.08,0.3385,0.0102,0.0118,0.0258,0.0243
5423,208,data/outputs/20260211_2122/elites.json,1,7,,0.002,0.0058,0.1105,0.3,0.0097,0.0109,0.0273,0.0329
5437,209,data/outputs/20260211_2122/elites.json,1,6,,0.002,0.0126,0.0513,0.3428,0.0084,0.0093,0.0182,0.0212
5108,187,data/outputs/20260211_2122/elites.json,1,7,,0.0021,0.0112,0.0553,0.3082,0.0101,0.0163,0.0259,0.021
3885,104,data/outputs/20260211_2122/elites.json,1,7,,0.0013,0.003,0.0204,0.3705,0.0082,0.007,0.0138,0.0101
6010,247,data/outputs/20260211_2122/elites.json,2,4,,0.0047,0.1022,0.1174,0.2441,0.0093,0.0176,0.0324,0.0305
5203,192,data/outputs/20260211_2122/elites.json,2,6,,0.0023,0.0317,0.0479,0.3343,0.0089,0.0078,0.0196,0.0186
5110,187,data/outputs/20260211_2122/elites.json,2,7,,0.0014,0.0046,0.0304,0.3314,0.0092,0.0119,0.0191,0.0137
5063,183,data/outputs/20260211_2122/elites.json,2,8,,0.0019,0.0054,0.0498,0.2878,0.0088,0.0144,0.0224,0.0223
5112,187,data/outputs/20260211_2122/elites.json,2,8,,0.0008,0.0021,0.0112,0.3637,0.0067,0.0052,0.0117,0.0083
5414,207,data/outputs/20260211_2122/elites.json,2,9,,0.0016,0.008,0.0501,0.2951,0.0098,0.0101,0.0178,0.0155
4514,150,data/outputs/20260211_2122/elites.json,2,10,,0.0014,0.0026,0.035,0.2991,0.0086,0.0093,0.0157,0.0162
5493,214,data/outputs/20260211_2122/elites.json,2,9,,0.0016,0.0029,0.0454,0.2767,0.0075,0.0079,0.022,0.0227
5100,186,data/outputs/20260211_2122/elites.json,2,10,,0.0015,0.0039,0.0156,0.318,0.0076,0.0105,0.0176,0.0089
5101,186,data/outputs/20260211_2122/elites.json,2,10,,0.0016,0.0031,0.0206,0.3124,0.0082,0.0094,0.0181,0.0101
3886,104,data/outputs/20260211_2122/elites.json,2,9,,0.0013,0.0051,0.021,0.3029,0.0089,0.012,0.0166,0.0101
4521,150,data/outputs/20260211_2122/elites.json,2,9,,0.0016,0.0046,0.03,0.2898,0.01,0.0106,0.0195,0.0105
5425,208,data/outputs/20260211_2122/elites.json,2,9,,0.0018,0.0048,0.0293,0.2629,0.0099,0.0162,0.0207,0.0115
5095,186,data/outputs/20260211_2122/elites.json,2,10,,0.0019,0.0056,0.0324,0.2114,0.0103,0.0164,0.0254,0.0142
5442,209,data/outputs/20260211_2122/elites.json,2,10,,0.0015,0.0073,0.0324,0.1964,0.0105,0.0176,0.0254,0.0152
4557,152,data/outputs/20260211_2122/elites.json,3,10,,0.0014,0.0044,0.0376,0.2933,0.0096,0.0077,0.0158,0.015
5415,207,data/outputs/20260211_2122/elites.json,3,10,,0.0013,0.0046,0.0338,0.2878,0.0081,0.0063,0.0138,0.0156
5107,187,data/outputs/20260211_2122/elites.json,3,9,,0.0017,0.009,0.0483,0.2355,0.0088,0.0136,0.0263,0.0212
5057,183,data/outputs/20260211_2122/elites.json,3,10,,0.0015,0.0039,0.0294,0.2757,0.0084,0.0091,0.0189,0.013
6007,247,data/outputs/20260211_2122/elites.json,3,10,,0.0014,0.0032,0.024,0.2791,0.0086,0.0126,0.0184,0.0101
165,0,data/outputs/20260211_2122/elites.json,3,11,,0.001,0.0028,0.0138,0.2977,0.0077,0.0087,0.0131,0.0085
4974,177,data/outputs/20260211_2122/elites.json,3,11,,0.001,0.0028,0.0138,0.2977,0.0077,0.0087,0.0131,0.0085
5059,183,data/outputs/20260211_2122/elites.json,3,11,,0.001,0.0028,0.0138,0.2977,0.0077,0.0087,0.0131,0.0085
5093,186,data/outputs/20260211_2122/elites.json,3,11,,0.001,0.0028,0.0138,0.2977,0.0077,0.0087,0.0131,0.0085
5111,187,data/outputs/20260211_2122/elites.json,3,11,,0.001,0.0028,0.0138,0.2977,0.0077,0.0087,0.0131,0.0085
5128,188,data/outputs/20260211_2122/elites.json,3,11,,0.001,0.0028,0.0138,0.2977,0.0077,0.0087,0.0131,0.0085
4565,152,data/outputs/20260211_2122/elites.json,3,11,,0.0009,0.0019,0.0142,0.2986,0.0075,0.0058,0.0122,0.0091
5098,186,data/outputs/20260211_2122/elites.json,3,10,,0.0013,0.004,0.0238,0.27,0.0088,0.0127,0.0165,0.0106
5058,183,data/outputs/20260211_2122/elites.json,3,10,,0.0014,0.0039,0.0254,0.26,0.0086,0.0147,0.0189,0.0099
4563,152,data/outputs/20260211_2122/elites.json,3,10,,0.0016,0.0031,0.0397,0.2406,0.0081,0.009,0.019,0.0166
5668,226,data/outputs/20260211_2122/elites.json,3,10,,0.0011,0.0036,0.0244,0.2594,0.009,0.0081,0.0145,0.0095
5047,182,data/outputs/20260211_2122/elites.json,3,11,,0.0011,0.0031,0.0239,0.2368,0.0081,0.0096,0.0154,0.0107
4528,150,data/outputs/20260211_2122/elites.json,4,12,,0.001,0.0027,0.0138,0.2968,0.0076,0.0083,0.0129,0.0085
5412,207,data/outputs/20260211_2122/elites.json,4,12,,0.001,0.0027,0.0138,0.2968,0.0076,0.0083,0.0129,0.0085
3748,94,data/outputs/20260211_2122/elites.json,4,12,,0.0008,0.002,0.0139,0.2861,0.0073,0.0058,0.0118,0.0086
3745,94,data/outputs/20260211_2122/elites.json,4,11,,0.0012,0.0033,0.017,0.27,0.0082,0.0101,0.0146,0.0092
4972,177,data/outputs/20260211_2122/elites.json,4,11,,0.0012,0.0033,0.017,0.27,0.0082,0.0101,0.0146,0.0092
5199,192,data/outputs/20260211_2122/elites.json,4,11,,0.0012,0.0033,0.017,0.27,0.0082,0.0101,0.0146,0.0092
5676,226,data/outputs/20260211_2122/elites.json,4,11,,0.0009,0.0025,0.0147,0.2708,0.0075,0.0075,0.0126,0.0088
5463,211,data/outputs/20260211_2122/elites.json,4,12,,0.0006,0.0025,0.0227,0.2573,0.0071,0.0055,0.012,0.0106
4968,177,data/outputs/20260211_2122/elites.json,4,11,,0.0014,0.0027,0.0331,0.2251,0.0075,0.0077,0.0158,0.0163
5507,214,data/outputs/20260211_2122/elites.json,4,10,,0.0017,0.0074,0.0291,0.2191,0.0077,0.011,0.0209,0.0124
5194,192,data/outputs/20260211_2122/elites.json,4,12,,0.0009,0.0017,0.015,0.2472,0.0075,0.0057,0.0133,0.0095
5502,214,data/outputs/20260211_2122/elites.json,4,11,,0.001,0.0038,0.0143,0.2302,0.0083,0.0086,0.016,0.0082
5105,187,data/outputs/20260211_2122/elites.json,4,10,,0.0012,0.0041,0.0345,0.1961,0.0083,0.0094,0.0177,0.0165
4561,152,data/outputs/20260211_2122/elites.json,4,11,,0.0013,0.0037,0.0188,0.221,0.0085,0.0077,0.0158,0.0097
5201,192,data/outputs/20260211_2122/elites.json,4,11,,0.0012,0.0037,0.0197,0.2127,0.0088,0.0083,0.0155,0.0098
4971,177,data/outputs/20260211_2122/elites.json,4,12,,0.0009,0.0038,0.0215,0.2195,0.0073,0.0042,0.011,0.0107
5416,207,data/outputs/20260211_2122/elites.json,4,12,,0.0009,0.0038,0.0215,0.2195,0.0073,0.0042,0.011,0.0107
5498,214,data/outputs/20260211_2122/elites.json,4,12,,0.0009,0.0038,0.0215,0.2195,0.0073,0.0042,0.011,0.0107
5193,192,data/outputs/20260211_2122/elites.json,4,11,,0.0011,0.0031,0.0192,0.1983,0.0082,0.0094,0.0142,0.0095
5126,188,data/outputs/20260211_2122/elites.json,4,11,,0.0011,0.0031,0.0149,0.1696,0.0082,0.0113,0.0147,0.0081
5051,182,data/outputs/20260211_2122/elites.json,5,12,,0.0011,0.003,0.0167,0.2674,0.0081,0.0099,0.0143,0.0091
5061,183,data/outputs/20260211_2122/elites.json,5,12,,0.0011,0.003,0.0167,0.2674,0.0081,0.0099,0.0143,0.0091
6008,247,data/outputs/20260211_2122/elites.json,5,14,,0.0004,0.0019,0.0069,0.2702,0.0063,0.0055,0.0102,0.0066
5056,183,data/outputs/20260211_2122/elites.json,5,12,,0.0009,0.0026,0.0154,0.2477,0.0077,0.006,0.0125,0.0092
5125,188,data/outputs/20260211_2122/elites.json,5,13,,0.0009,0.0023,0.017,0.1939,0.0069,0.0049,0.0128,0.0106
3882,104,data/outputs/20260211_2122/elites.json,6,14,,0.0009,0.0026,0.0124,0.2485,0.0075,0.0073,0.0128,0.0081
4966,177,data/outputs/20260211_2122/elites.json,6,14,,0.0009,0.0026,0.0124,0.2485,0.0075,0.0073,0.0128,0.0081
5064,183,data/outputs/20260211_2122/elites.json,6,14,,0.0009,0.0026,0.0124,0.2485,0.0075,0.0073,0.0128,0.0081
5500,214,data/outputs/20260211_2122/elites.json,6,14,,0.0009,0.0026,0.0124,0.2485,0.0075,0.0073,0.0128,0.0081
4526,150,data/outputs/20260211_2122/elites.json,6,13,,0.0009,0.0025,0.0103,0.2383,0.008,0.0065,0.0122,0.0073
4512,150,data/outputs/20260211_2122/elites.json,6,13,,0.001,0.0026,0.0166,0.2203,0.0077,0.0075,0.0136,0.0091
5426,208,data/outputs/20260211_2122/elites.json,7,16,,0.0007,0.0017,0.007,0.2113,0.007,0.0048,0.0107,0.0063
4516,150,data/outputs/20260211_2122/elites.json,7,15,,0.0008,0.0023,0.0122,0.2002,0.0073,0.0063,0.0122,0.0081
5197,192,data/outputs/20260211_2122/elites.json,7,14,,0.0009,0.0023,0.0123,0.1983,0.0074,0.0066,0.0122,0.0082
